step,infected_agents,exposed_agents,recovered_agents,dead_agents,asympt_agents
319,8,29,0,0,8
320,8,29,0,0,8
321,8,29,0,0,8
322,8,29,0,0,8
323,8,29,0,0,8
324,8,29,0,0,8
325,8,29,0,0,8
326,8,29,0,0,8
327,8,29,0,0,8
328,8,29,0,0,8
329,8,30,0,0,8
330,8,30,0,0,8
331,8,30,0,0,8
332,8,30,0,0,8
333,8,30,0,0,8
334,8,30,0,0,8
335,8,30,0,0,8
336,8,30,0,0,8
337,8,30,0,0,8
338,8,30,0,0,8
339,8,30,0,0,8
340,8,30,0,0,8
341,8,30,0,0,8
342,8,30,0,0,8
343,8,30,0,0,8
344,8,30,0,0,8
345,8,30,0,0,8
346,8,30,0,0,8
347,8,30,0,0,8
348,8,30,0,0,8
349,8,30,0,0,8
350,8,30,0,0,8
351,8,30,0,0,8
352,8,30,0,0,8
353,8,30,0,0,8
354,8,30,0,0,8
355,8,30,0,0,8
356,8,30,0,0,8
357,8,30,0,0,8
358,8,30,0,0,8
359,8,30,0,0,8
360,8,30,0,0,8
361,8,30,0,0,8
362,8,31,0,0,8
363,8,31,0,0,8
364,8,31,0,0,8
365,8,31,0,0,8
366,8,31,0,0,8
367,8,31,0,0,8
368,8,31,0,0,8
369,8,31,0,0,8
370,8,31,0,0,8
371,8,31,0,0,8
372,8,31,0,0,8
373,8,31,0,0,8
374,8,31,0,0,8
375,8,31,0,0,8
376,8,31,0,0,8
377,8,31,0,0,8
378,8,31,0,0,8
379,8,31,0,0,8
380,8,31,0,0,8
381,8,31,0,0,8
382,8,31,0,0,8
383,8,31,0,0,8
384,8,31,0,0,8
385,8,31,0,0,8
386,8,31,0,0,8
387,8,31,0,0,8
388,8,31,0,0,8
389,8,31,0,0,8
390,8,31,0,0,8
391,8,31,0,0,8
392,8,31,0,0,8
393,8,31,0,0,8
394,8,31,0,0,8
395,8,31,0,0,8
396,8,31,0,0,8
397,8,31,0,0,8
398,8,31,0,0,8
399,8,31,0,0,8
400,8,31,0,0,8
401,8,31,0,0,8
402,8,31,0,0,8
403,8,31,0,0,8
404,8,31,0,0,8
405,8,31,0,0,8
406,8,31,0,0,8
407,8,32,0,0,8
408,8,32,0,0,8
409,8,32,0,0,8
410,8,32,0,0,8
411,8,32,0,0,8
412,8,32,0,0,8
413,8,32,0,0,8
414,8,32,0,0,8
415,8,32,0,0,8
416,8,32,0,0,8
417,8,32,0,0,8
418,8,32,0,0,8
419,8,32,0,0,8
420,8,32,0,0,8
421,8,32,0,0,8
422,8,32,0,0,8
423,8,32,0,0,8
424,8,32,0,0,8
425,8,32,0,0,8
426,8,32,0,0,8
427,8,32,0,0,8
428,8,32,0,0,8
429,8,32,0,0,8
430,8,32,0,0,8
431,8,32,0,0,8
432,8,32,0,0,8
433,8,32,0,0,8
434,8,32,0,0,8
435,8,32,0,0,8
436,8,32,0,0,8
437,8,32,0,0,8
438,8,32,0,0,8
439,8,32,0,0,8
440,8,32,0,0,8
441,8,32,0,0,8
442,8,32,0,0,8
443,8,32,0,0,8
444,8,32,0,0,8
445,8,32,0,0,8
446,8,32,0,0,8
447,8,32,0,0,8
448,8,32,0,0,8
449,8,32,0,0,8
450,8,32,0,0,8
451,8,32,0,0,8
452,8,32,0,0,8
453,8,32,0,0,8
454,8,32,0,0,8
455,8,32,0,0,8
456,8,32,0,0,8
457,8,32,0,0,8
458,8,32,0,0,8
459,8,32,0,0,8
460,8,32,0,0,8
461,8,32,0,0,8
462,8,32,0,0,8
463,8,32,0,0,8
464,8,32,0,0,8
465,8,33,0,0,8
466,8,33,0,0,8
467,8,33,0,0,8
468,8,33,0,0,8
469,8,33,0,0,8
470,8,33,0,0,8
471,8,33,0,0,8
472,8,33,0,0,8
473,8,33,0,0,8
474,8,33,0,0,8
475,8,33,0,0,8
476,8,33,0,0,8
477,8,33,0,0,8
478,8,33,0,0,8
479,8,33,0,0,8
480,8,33,0,0,8
481,8,33,0,0,8
482,8,33,0,0,8
483,8,33,0,0,8
484,8,33,0,0,8
485,8,33,0,0,8
486,8,33,0,0,8
487,8,33,0,0,8
488,8,33,0,0,8
489,8,33,0,0,8
490,8,33,0,0,8
491,8,33,0,0,8
492,8,33,0,0,8
493,8,33,0,0,8
494,8,34,0,0,8
495,8,35,0,0,8
496,8,35,0,0,8
497,8,35,0,0,8
498,8,35,0,0,8
499,8,35,0,0,8
500,8,35,0,0,8
501,10,36,0,0,10
502,10,36,0,0,10
503,10,36,0,0,10
504,10,36,0,0,10
505,10,36,0,0,10
506,10,36,0,0,10
507,10,36,0,0,10
508,10,36,0,0,10
509,10,36,0,0,10
510,10,36,0,0,10
511,10,36,0,0,10
512,10,36,0,0,10
513,10,36,0,0,10
514,10,37,0,0,10
515,10,37,0,0,10
516,10,37,0,0,10
517,10,37,0,0,10
518,10,37,0,0,10
519,10,37,0,0,10
520,10,37,0,0,10
521,10,37,0,0,10
522,10,37,0,0,10
523,10,37,0,0,10
524,10,37,0,0,10
525,10,37,0,0,10
526,10,37,0,0,10
527,10,37,0,0,10
528,10,37,0,0,10
529,10,37,0,0,10
530,10,37,0,0,10
531,10,37,0,0,10
532,10,37,0,0,10
533,10,37,0,0,10
534,10,37,0,0,10
535,10,37,0,0,10
536,10,37,0,0,10
537,10,37,0,0,10
538,10,39,0,0,10
539,10,39,0,0,10
540,10,39,0,0,10
541,10,39,0,0,10
542,10,39,0,0,10
543,10,39,0,0,10
544,10,39,0,0,10
545,10,39,0,0,10
546,10,39,0,0,10
547,10,39,0,0,10
548,10,39,0,0,10
549,10,39,0,0,10
550,10,39,0,0,10
551,10,39,0,0,10
552,10,39,0,0,10
553,10,39,0,0,10
554,10,39,0,0,10
555,10,39,0,0,10
556,10,39,0,0,10
557,10,39,0,0,10
558,10,39,0,0,10
559,10,39,0,0,10
560,10,39,0,0,10
561,10,41,0,0,10
562,10,41,0,0,10
563,10,41,0,0,10
564,10,41,0,0,10
565,10,41,0,0,10
566,10,41,0,0,10
567,10,41,0,0,10
568,10,41,0,0,10
569,10,41,0,0,10
570,10,41,0,0,10
571,10,41,0,0,10
572,10,41,0,0,10
573,10,41,0,0,10
574,10,41,0,0,10
575,10,41,0,0,10
576,10,41,0,0,10
577,10,41,0,0,10
578,10,41,0,0,10
579,10,41,0,0,10
580,10,41,0,0,10
581,10,41,0,0,10
582,10,41,0,0,10
583,10,41,0,0,10
584,10,41,0,0,10
585,10,41,0,0,10
586,10,41,0,0,10
587,10,41,0,0,10
588,10,41,0,0,10
589,10,41,0,0,10
590,10,41,0,0,10
591,10,41,0,0,10
592,10,41,0,0,10
593,10,42,0,0,10
594,10,42,0,0,10
595,10,42,0,0,10
596,10,42,0,0,10
597,10,42,0,0,10
598,10,42,0,0,10
599,10,42,0,0,10
600,10,42,0,0,10
601,10,42,0,0,10
602,10,42,0,0,10
603,10,42,0,0,10
604,10,42,0,0,10
605,10,42,0,0,10
606,10,43,0,0,10
607,10,43,0,0,10
608,10,44,0,0,10
609,11,43,0,0,11
610,11,43,0,0,11
611,11,43,0,0,11
612,11,43,0,0,11
613,11,43,0,0,11
614,11,44,0,0,11
615,11,44,0,0,11
616,11,44,0,0,11
617,11,44,0,0,11
618,11,44,0,0,11
619,11,44,0,0,11
620,11,44,0,0,11
621,11,44,0,0,11
622,11,44,0,0,11
623,11,44,0,0,11
624,11,44,0,0,11
625,11,44,0,0,11
626,11,44,0,0,11
627,11,44,0,0,11
628,11,44,0,0,11
629,11,44,0,0,11
630,11,44,0,0,11
631,11,44,0,0,11
632,11,45,0,0,11
633,11,46,0,0,11
634,11,46,0,0,11
635,11,47,0,0,11
636,11,47,0,0,11
637,11,47,0,0,11
638,11,47,0,0,11
639,12,46,0,0,12
640,12,46,0,0,12
641,12,47,0,0,12
642,12,47,0,0,12
643,12,47,0,0,12
644,12,47,0,0,12
645,12,47,0,0,12
646,12,47,0,0,12
647,12,47,0,0,12
648,12,47,0,0,12
649,12,47,0,0,12
650,12,47,0,0,12
651,12,47,0,0,12
652,12,47,0,0,12
653,13,46,0,0,13
654,13,46,0,0,13
655,13,46,0,0,13
656,13,46,0,0,13
657,13,46,0,0,13
658,13,46,0,0,13
659,13,46,0,0,13
660,13,46,0,0,13
661,13,47,0,0,13
662,13,47,0,0,13
663,13,47,0,0,13
664,14,46,0,0,14
665,15,45,0,0,14
666,16,44,0,0,15
667,16,44,0,0,15
668,16,44,0,0,15
669,16,46,0,0,15
670,16,46,0,0,15
671,16,46,0,0,15
672,16,46,0,0,15
673,16,46,0,0,15
674,16,46,0,0,15
675,16,46,0,0,15
676,16,46,0,0,15
677,17,46,0,0,16
678,17,46,0,0,16
679,17,46,0,0,16
680,18,45,0,0,17
681,18,45,0,0,17
682,18,45,0,0,17
683,18,45,0,0,17
684,18,45,0,0,17
685,18,45,0,0,17
686,18,45,0,0,17
687,18,45,0,0,17
688,18,45,0,0,17
689,18,45,0,0,17
690,18,45,0,0,17
691,18,46,0,0,17
692,18,46,0,0,17
693,18,46,0,0,17
694,18,46,0,0,17
695,19,46,0,0,18
696,19,47,0,0,18
697,20,46,0,0,18
698,21,45,0,0,19
699,21,45,0,0,19
700,21,45,0,0,19
701,21,45,0,0,19
702,21,45,0,0,19
703,21,45,0,0,19
704,21,45,0,0,19
705,21,47,0,0,19
706,21,47,0,0,19
707,21,47,0,0,19
708,21,47,0,0,19
709,21,47,0,0,19
710,22,47,0,0,20
711,22,47,0,0,20
712,22,47,0,0,20
713,22,47,0,0,20
714,22,48,0,0,20
715,22,48,0,0,20
716,22,48,0,0,20
717,22,49,0,0,20
718,22,50,0,0,20
719,22,50,0,0,20
720,22,50,0,0,20
721,22,50,0,0,20
722,22,50,0,0,20
723,22,50,0,0,20
724,22,50,0,0,20
725,22,50,0,0,20
726,22,50,0,0,20
727,22,50,0,0,20
728,22,50,0,0,20
729,22,51,0,0,20
730,22,51,0,0,20
731,22,51,0,0,20
732,22,53,0,0,20
733,22,53,0,0,20
734,22,54,0,0,20
735,22,54,0,0,20
736,22,54,0,0,20
737,22,54,0,0,20
738,22,54,0,0,20
739,22,54,0,0,20
740,22,54,0,0,20
741,22,54,0,0,20
742,22,54,0,0,20
743,22,54,0,0,20
744,22,56,0,0,20
745,22,56,0,0,20
746,22,56,0,0,20
747,22,56,0,0,20
748,22,56,0,0,20
749,22,56,0,0,20
750,22,56,0,0,20
751,22,56,0,0,20
752,22,56,0,0,20
753,22,57,0,0,20
754,22,58,0,0,20
755,22,58,0,0,20
756,22,58,0,0,20
757,22,58,0,0,20
758,22,58,0,0,20
759,22,58,0,0,20
760,22,58,0,0,20
761,22,58,0,0,20
762,22,58,0,0,20
763,22,59,0,0,20
764,22,59,0,0,20
765,22,59,0,0,20
766,22,59,0,0,20
767,22,59,0,0,20
768,22,59,0,0,20
769,22,61,0,0,20
770,22,61,0,0,20
771,22,61,0,0,20
772,22,61,0,0,20
773,22,61,0,0,20
774,22,61,0,0,20
775,22,61,0,0,20
776,22,61,0,0,20
777,22,61,0,0,20
778,22,61,0,0,20
779,22,61,0,0,20
780,22,61,0,0,20
781,22,61,0,0,20
782,22,61,0,0,20
783,22,62,0,0,20
784,22,62,0,0,20
785,22,62,0,0,20
786,22,62,0,0,20
787,22,62,0,0,20
788,22,62,0,0,20
789,22,62,0,0,20
790,22,62,0,0,20
791,22,62,0,0,20
792,22,62,0,0,20
793,22,62,0,0,20
794,22,62,0,0,20
795,22,62,0,0,20
796,22,63,0,0,20
797,22,64,0,0,20
798,22,64,0,0,20
799,22,64,0,0,20
800,22,65,0,0,20
801,22,65,0,0,20
802,22,65,0,0,20
803,22,65,0,0,20
804,22,65,0,0,20
805,22,65,0,0,20
806,22,65,0,0,20
807,22,65,0,0,20
808,22,65,0,0,20
809,22,65,0,0,20
810,22,65,0,0,20
811,22,65,0,0,20
812,22,65,0,0,20
813,22,65,0,0,20
814,23,64,0,0,21
815,23,64,0,0,21
816,23,64,0,0,21
817,23,65,0,0,21
818,23,67,0,0,21
819,23,67,0,0,21
820,23,67,0,0,21
821,23,67,0,0,21
822,23,67,0,0,21
823,23,67,0,0,21
824,23,67,0,0,21
825,23,67,0,0,21
826,23,67,0,0,21
827,23,67,0,0,21
828,23,67,0,0,21
829,23,67,0,0,21
830,23,67,0,0,21
831,23,67,0,0,21
832,23,67,0,0,21
833,23,67,0,0,21
834,23,67,0,0,21
835,23,67,0,0,21
836,23,67,0,0,21
837,23,67,0,0,21
838,23,68,0,0,21
839,23,68,0,0,21
840,23,68,0,0,21
841,23,68,0,0,21
842,23,68,0,0,21
843,23,68,0,0,21
844,23,68,0,0,21
845,23,68,0,0,21
846,23,69,0,0,21
847,23,69,0,0,21
848,23,69,0,0,21
849,23,69,0,0,21
850,23,69,0,0,21
851,23,69,0,0,21
852,23,71,0,0,21
853,23,71,0,0,21
854,23,71,0,0,21
855,23,71,0,0,21
856,23,71,0,0,21
857,23,71,0,0,21
858,23,71,0,0,21
859,23,71,0,0,21
860,23,71,0,0,21
861,23,72,0,0,21
862,23,72,0,0,21
863,23,72,0,0,21
864,23,72,0,0,21
865,23,72,0,0,21
866,23,72,0,0,21
867,23,72,0,0,21
868,23,72,0,0,21
869,23,72,0,0,21
870,23,72,0,0,21
871,23,72,0,0,21
872,23,72,0,0,21
873,23,72,0,0,21
874,23,72,0,0,21
875,23,72,0,0,21
876,23,72,0,0,21
877,23,73,0,0,21
878,23,73,0,0,21
879,23,74,0,0,21
880,23,74,0,0,21
881,23,74,0,0,21
882,23,74,0,0,21
883,23,74,0,0,21
884,23,74,0,0,21
885,23,74,0,0,21
886,23,74,0,0,21
887,23,74,0,0,21
888,23,74,0,0,21
889,23,74,0,0,21
890,23,74,0,0,21
891,23,74,0,0,21
892,23,74,0,0,21
893,23,74,0,0,21
894,23,74,0,0,21
895,23,74,0,0,21
896,23,74,0,0,21
897,23,74,0,0,21
898,23,74,0,0,21
899,23,74,0,0,21
900,23,74,0,0,21
901,23,74,0,0,21
902,23,74,0,0,21
903,23,74,0,0,21
904,23,74,0,0,21
905,23,74,0,0,21
906,23,74,0,0,21
907,23,75,0,0,21
908,23,75,0,0,21
909,23,75,0,0,21
910,23,75,0,0,21
911,23,75,0,0,21
912,23,76,0,0,21
913,23,76,0,0,21
914,23,76,0,0,21
915,23,76,0,0,21
916,23,76,0,0,21
917,23,76,0,0,21
918,23,76,0,0,21
919,23,76,0,0,21
920,23,76,0,0,21
921,23,76,0,0,21
922,23,76,0,0,21
923,23,76,0,0,21
924,23,76,0,0,21
925,23,76,0,0,21
926,23,76,0,0,21
927,23,76,0,0,21
928,23,76,0,0,21
929,23,76,0,0,21
930,23,76,0,0,21
931,23,77,0,0,21
932,23,77,0,0,21
933,23,77,0,0,21
934,23,78,0,0,21
935,23,78,0,0,21
936,23,78,0,0,21
937,23,78,0,0,21
938,23,78,0,0,21
939,23,78,0,0,21
940,23,78,0,0,21
941,23,78,0,0,21
942,23,79,0,0,21
943,23,79,0,0,21
944,23,79,0,0,21
945,23,79,0,0,21
946,23,79,0,0,21
947,23,79,0,0,21
948,23,79,0,0,21
949,23,79,0,0,21
950,23,79,0,0,21
951,23,79,0,0,21
952,23,79,0,0,21
953,23,79,0,0,21
954,23,79,0,0,21
955,23,79,0,0,21
956,23,79,0,0,21
957,23,79,0,0,21
958,23,79,0,0,21
959,23,79,0,0,21
960,23,79,0,0,21
961,23,79,0,0,21
962,23,79,0,0,21
963,23,79,0,0,21
964,23,79,0,0,21
965,23,80,0,0,21
966,23,80,0,0,21
967,23,80,0,0,21
968,23,80,0,0,21
969,23,80,0,0,21
970,23,80,0,0,21
971,23,80,0,0,21
972,23,80,0,0,21
973,23,80,0,0,21
974,23,80,0,0,21
975,23,80,0,0,21
976,23,80,0,0,21
977,23,80,0,0,21
978,23,80,0,0,21
979,23,80,0,0,21
980,23,80,0,0,21
981,23,80,0,0,21
982,23,80,0,0,21
983,23,80,0,0,21
984,23,80,0,0,21
985,23,80,0,0,21
986,23,80,0,0,21
987,23,80,0,0,21
988,23,80,0,0,21
989,23,80,0,0,21
990,23,80,0,0,21
991,23,80,0,0,21
992,23,80,0,0,21
993,23,80,0,0,21
994,23,80,0,0,21
995,23,81,0,0,21
996,23,81,0,0,21
997,23,81,0,0,21
998,23,81,0,0,21
999,23,81,0,0,21
1000,23,81,0,0,21
1001,27,81,0,0,25
1002,27,81,0,0,25
1003,27,81,0,0,25
1004,27,81,0,0,25
1005,27,81,0,0,25
1006,27,81,0,0,25
1007,27,81,0,0,25
1008,27,81,0,0,25
1009,27,82,0,0,25
1010,27,82,0,0,25
1011,27,82,0,0,25
1012,27,82,0,0,25
1013,27,82,0,0,25
1014,27,82,0,0,25
1015,27,82,0,0,25
1016,27,82,0,0,25
1017,27,82,0,0,25
1018,27,82,0,0,25
1019,27,82,0,0,25
1020,27,82,0,0,25
1021,27,82,0,0,25
1022,27,82,0,0,25
1023,27,82,0,0,25
1024,27,82,0,0,25
1025,27,82,0,0,25
1026,27,82,0,0,25
1027,27,82,0,0,25
1028,27,82,0,0,25
1029,27,82,0,0,25
1030,27,82,0,0,25
1031,27,82,0,0,25
1032,27,82,0,0,25
1033,27,82,0,0,25
1034,27,82,0,0,25
1035,27,82,0,0,25
1036,27,82,0,0,25
1037,27,82,0,0,25
1038,27,82,0,0,25
1039,27,82,0,0,25
1040,27,82,0,0,25
1041,27,82,0,0,25
1042,27,82,0,0,25
1043,27,82,0,0,25
1044,27,82,0,0,25
1045,27,82,0,0,25
1046,27,82,0,0,25
1047,27,82,0,0,25
1048,27,82,0,0,25
1049,27,82,0,0,25
1050,27,82,0,0,25
1051,27,82,0,0,25
1052,27,82,0,0,25
1053,27,82,0,0,25
1054,27,82,0,0,25
1055,27,82,0,0,25
1056,27,82,0,0,25
1057,27,82,0,0,25
1058,27,82,0,0,25
1059,27,82,0,0,25
1060,27,83,0,0,25
1061,27,83,0,0,25
1062,27,83,0,0,25
1063,27,83,0,0,25
1064,27,83,0,0,25
1065,27,83,0,0,25
1066,27,84,0,0,25
1067,27,84,0,0,25
1068,27,85,0,0,25
1069,27,86,0,0,25
1070,27,87,0,0,25
1071,27,87,0,0,25
1072,27,87,0,0,25
1073,27,87,0,0,25
1074,27,88,0,0,25
1075,27,88,0,0,25
1076,27,89,0,0,25
1077,27,89,0,0,25
1078,27,89,0,0,25
1079,27,89,0,0,25
1080,27,89,0,0,25
1081,27,89,0,0,25
1082,27,89,0,0,25
1083,27,90,0,0,25
1084,27,90,0,0,25
1085,27,91,0,0,25
1086,27,91,0,0,25
1087,27,91,0,0,25
1088,27,91,0,0,25
1089,27,92,0,0,25
1090,27,92,0,0,25
1091,27,92,0,0,25
1092,27,92,0,0,25
1093,27,92,0,0,25
1094,27,92,0,0,25
1095,27,92,0,0,25
1096,27,92,0,0,25
1097,27,92,0,0,25
1098,27,92,0,0,25
1099,27,92,0,0,25
1100,27,92,0,0,25
1101,27,92,0,0,25
1102,27,92,0,0,25
1103,27,92,0,0,25
1104,27,93,0,0,25
1105,27,93,0,0,25
1106,27,93,0,0,25
1107,27,93,0,0,25
1108,27,93,0,0,25
1109,27,93,0,0,25
1110,27,93,0,0,25
1111,27,93,0,0,25
1112,27,93,0,0,25
1113,27,93,0,0,25
1114,27,93,0,0,25
1115,27,93,0,0,25
1116,27,93,0,0,25
1117,27,93,0,0,25
1118,27,93,0,0,25
1119,27,93,0,0,25
1120,27,93,0,0,25
1121,27,93,0,0,25
1122,27,93,0,0,25
1123,27,93,0,0,25
1124,27,93,0,0,25
1125,27,93,0,0,25
1126,27,93,0,0,25
1127,27,93,0,0,25
1128,27,93,0,0,25
1129,27,93,0,0,25
1130,27,93,0,0,25
1131,27,93,0,0,25
1132,27,93,0,0,25
1133,27,93,0,0,25
1134,27,93,0,0,25
1135,27,93,0,0,25
1136,27,93,0,0,25
1137,27,93,0,0,25
1138,27,93,0,0,25
1139,27,93,0,0,25
1140,27,93,0,0,25
1141,27,93,0,0,25
1142,27,93,0,0,25
1143,27,93,0,0,25
1144,27,93,0,0,25
1145,27,93,0,0,25
1146,27,93,0,0,25
1147,27,93,0,0,25
