step,infected_agents,exposed_agents,recovered_agents,dead_agents,asympt_agents,suscept_agents,hospital_beds,icu_beds
0,4,0,0,0,4,1996,10,0
1,5,1,0,0,5,1996,10,0
2,5,1,0,0,5,1996,10,0
3,5,1,0,0,5,1996,10,0
4,5,1,0,0,5,1996,10,0
5,5,1,0,0,5,1996,10,0
6,5,1,0,0,5,1996,10,0
7,5,1,0,0,5,1996,10,0
8,5,2,0,0,5,1995,10,0
9,5,2,0,0,5,1995,10,0
10,5,2,0,0,5,1995,10,0
11,5,2,0,0,5,1995,10,0
12,5,2,0,0,5,1995,10,0
13,5,2,0,0,5,1995,10,0
14,5,2,0,0,5,1995,10,0
15,5,2,0,0,5,1995,10,0
16,5,3,0,0,5,1994,10,0
17,5,3,0,0,5,1994,10,0
18,5,4,0,0,5,1993,10,0
19,5,4,0,0,5,1993,10,0
20,5,4,0,0,5,1993,10,0
21,5,5,0,0,5,1992,10,0
22,5,5,0,0,5,1992,10,0
23,5,5,0,0,5,1992,10,0
24,5,5,0,0,5,1992,10,0
25,5,5,0,0,5,1992,10,0
26,5,5,0,0,5,1992,10,0
27,5,5,0,0,5,1992,10,0
28,5,5,0,0,5,1992,10,0
29,5,5,0,0,5,1992,10,0
30,5,5,0,0,5,1992,10,0
31,5,5,0,0,5,1992,10,0
32,5,5,0,0,5,1992,10,0
33,5,5,0,0,5,1992,10,0
34,5,5,0,0,5,1992,10,0
35,5,6,0,0,5,1991,10,0
36,5,6,0,0,5,1991,10,0
37,5,6,0,0,5,1991,10,0
38,5,6,0,0,5,1991,10,0
39,5,6,0,0,5,1991,10,0
40,5,6,0,0,5,1991,10,0
41,5,6,0,0,5,1991,10,0
42,5,6,0,0,5,1991,10,0
43,5,6,0,0,5,1991,10,0
44,5,7,0,0,5,1990,10,0
45,5,7,0,0,5,1990,10,0
46,5,7,0,0,5,1990,10,0
47,5,8,0,0,5,1989,10,0
48,5,8,0,0,5,1989,10,0
49,5,8,0,0,5,1989,10,0
50,5,8,0,0,5,1989,10,0
51,5,9,0,0,5,1988,10,0
52,5,9,0,0,5,1988,10,0
53,5,9,0,0,5,1988,10,0
54,5,9,0,0,5,1988,10,0
55,5,9,0,0,5,1988,10,0
56,5,9,0,0,5,1988,10,0
57,5,9,0,0,5,1988,10,0
58,5,9,0,0,5,1988,10,0
59,5,9,0,0,5,1988,10,0
60,5,9,0,0,5,1988,10,0
61,5,9,0,0,5,1988,10,0
62,5,9,0,0,5,1988,10,0
63,5,9,0,0,5,1988,10,0
64,5,9,0,0,5,1988,10,0
65,5,9,0,0,5,1988,10,0
66,5,9,0,0,5,1988,10,0
67,5,9,0,0,5,1988,10,0
68,5,9,0,0,5,1988,10,0
69,5,9,0,0,5,1988,10,0
70,5,9,0,0,5,1988,10,0
71,5,9,0,0,5,1988,10,0
72,5,9,0,0,5,1988,10,0
73,5,9,0,0,5,1988,10,0
74,5,9,0,0,5,1988,10,0
75,5,9,0,0,5,1988,10,0
76,5,9,0,0,5,1988,10,0
77,5,9,0,0,5,1988,10,0
78,5,9,0,0,5,1988,10,0
79,5,9,0,0,5,1988,10,0
80,5,9,0,0,5,1988,10,0
81,5,9,0,0,5,1988,10,0
82,5,9,0,0,5,1988,10,0
83,5,9,0,0,5,1988,10,0
84,5,9,0,0,5,1988,10,0
85,5,9,0,0,5,1988,10,0
86,5,9,0,0,5,1988,10,0
87,5,9,0,0,5,1988,10,0
88,5,9,0,0,5,1988,10,0
89,5,9,0,0,5,1988,10,0
90,5,10,0,0,5,1987,10,0
91,5,10,0,0,5,1987,10,0
92,5,10,0,0,5,1987,10,0
93,5,10,0,0,5,1987,10,0
94,5,10,0,0,5,1987,10,0
95,5,11,0,0,5,1986,10,0
96,5,11,0,0,5,1986,10,0
97,5,11,0,0,5,1986,10,0
98,5,11,0,0,5,1986,10,0
99,5,11,0,0,5,1986,10,0
100,5,11,0,0,5,1986,10,0
101,5,11,0,0,5,1986,10,0
102,5,11,0,0,5,1986,10,0
103,5,11,0,0,5,1986,10,0
104,5,11,0,0,5,1986,10,0
105,5,11,0,0,5,1986,10,0
106,5,11,0,0,5,1986,10,0
107,5,11,0,0,5,1986,10,0
108,5,11,0,0,5,1986,10,0
109,5,11,0,0,5,1986,10,0
110,5,11,0,0,5,1986,10,0
111,5,11,0,0,5,1986,10,0
112,5,12,0,0,5,1985,10,0
113,5,12,0,0,5,1985,10,0
114,5,12,0,0,5,1985,10,0
115,5,12,0,0,5,1985,10,0
116,5,12,0,0,5,1985,10,0
117,5,12,0,0,5,1985,10,0
118,5,12,0,0,5,1985,10,0
119,5,12,0,0,5,1985,10,0
120,5,12,0,0,5,1985,10,0
121,5,12,0,0,5,1985,10,0
122,5,12,0,0,5,1985,10,0
123,5,12,0,0,5,1985,10,0
124,5,12,0,0,5,1985,10,0
125,5,12,0,0,5,1985,10,0
126,5,12,0,0,5,1985,10,0
127,5,12,0,0,5,1985,10,0
128,5,12,0,0,5,1985,10,0
129,5,12,0,0,5,1985,10,0
130,5,12,0,0,5,1985,10,0
131,5,13,0,0,5,1984,10,0
132,5,13,0,0,5,1984,10,0
133,5,13,0,0,5,1984,10,0
134,5,13,0,0,5,1984,10,0
135,5,13,0,0,5,1984,10,0
136,5,13,0,0,5,1984,10,0
137,5,13,0,0,5,1984,10,0
138,5,13,0,0,5,1984,10,0
139,5,13,0,0,5,1984,10,0
140,5,13,0,0,5,1984,10,0
141,5,13,0,0,5,1984,10,0
142,5,13,0,0,5,1984,10,0
143,5,13,0,0,5,1984,10,0
144,5,13,0,0,5,1984,10,0
145,5,13,0,0,5,1984,10,0
146,5,13,0,0,5,1984,10,0
147,5,13,0,0,5,1984,10,0
148,5,13,0,0,5,1984,10,0
149,5,13,0,0,5,1984,10,0
150,5,13,0,0,5,1984,10,0
151,5,13,0,0,5,1984,10,0
152,5,13,0,0,5,1984,10,0
